Container is store 1000 plants:
0: Bush: month = Month.APRIL, name = LWgaPSeBNgjkj, GetQuotient = 0.15384615384615385
981: Flower: name = wSE, Type = Type.WILD, GetQuotient = 0.0
982: Flower: name = dBJSmKnDd, Type = Type.GARDEN, GetQuotient = 0.0
983: Flower: name = FdvbDJugu, Type = Type.GARDEN, GetQuotient = 0.2222222222222222
984: Flower: name = jONGebI, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
985: Flower: name = tQKZEnOVrn, Type = Type.HOUSE, GetQuotient = 0.0
986: Tree: age = 11314, name = oBSNleeYnXwAQwGuq, GetQuotient = 0.23529411764705882
987: Bush: month = Month.AUGUST, name = NozOcIDNTnIVKu, GetQuotient = 0.14285714285714285
988: Bush: month = Month.OCTOBER, name = BGJRYMWVbB, GetQuotient = 0.0
989: Flower: name = QYtXnSQRjeB, Type = Type.GARDEN, GetQuotient = 0.09090909090909091
990: Bush: month = Month.MARCH, name = ERtH, GetQuotient = 0.0
991: Bush: month = Month.JULY, name = wZDiC, GetQuotient = 0.2
992: Bush: month = Month.OCTOBER, name = npbk, GetQuotient = 0.0
993: Tree: age = 76724, name = Sc, GetQuotient = 0.0
994: Flower: name = UxNWLXe, Type = Type.WILD, GetQuotient = 0.14285714285714285
995: Flower: name = AWssFgVmay, Type = Type.GARDEN, GetQuotient = 0.1
996: Flower: name = vpu, Type = Type.WILD, GetQuotient = 0.3333333333333333
997: Tree: age = 30473, name = IDPKsILxAMgO, GetQuotient = 0.0
998: Flower: name = z, Type = Type.WILD, GetQuotient = 0.0
999: Tree: age = 41710, name = bLAfrggz, GetQuotient = 0.0
