Container is store 10000 plants:
0: Tree: age = 74581, name = XwFnuYs, GetQuotient = 0.14285714285714285
8739: Bush: month = Month.APRIL, name = C, GetQuotient = 0.0
8740: Tree: age = 62941, name = S, GetQuotient = 0.0
8741: Tree: age = 95804, name = w, GetQuotient = 0.0
8742: Tree: age = 86398, name = uKRRMtXoRoyTSpAt, GetQuotient = 0.1875
8743: Flower: name = vNpZORkUmu, Type = Type.HOUSE, GetQuotient = 0.1
8744: Tree: age = 89707, name = vPVGUd, GetQuotient = 0.0
8745: Bush: month = Month.DECEMBER, name = EzuD, GetQuotient = 0.25
8746: Flower: name = oBUtcOBRuzkJp, Type = Type.HOUSE, GetQuotient = 0.15384615384615385
8747: Bush: month = Month.MARCH, name = LEIGljREA, GetQuotient = 0.0
8748: Flower: name = jij, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
8749: Tree: age = 65883, name = nGBYobo, GetQuotient = 0.2857142857142857
8750: Bush: month = Month.APRIL, name = FrbVACcKAloHyST, GetQuotient = 0.06666666666666667
8751: Tree: age = 94558, name = xoRBzhfTF, GetQuotient = 0.1111111111111111
8752: Tree: age = 49453, name = MKUmfNhqsInaT, GetQuotient = 0.07692307692307693
8753: Flower: name = bdiaoWPqQMGjfLUDBs, Type = Type.HOUSE, GetQuotient = 0.16666666666666666
8754: Bush: month = Month.JANUARY, name = GxQatKvnvSBdMjCaB, GetQuotient = 0.11764705882352941
8755: Flower: name = vuKOvOMHipVouEX, Type = Type.HOUSE, GetQuotient = 0.26666666666666666
8756: Bush: month = Month.SEPTEMBER, name = mhFZrmsvyLvHis, GetQuotient = 0.07142857142857142
8757: Flower: name = RbTmKrQjQZaGfSE, Type = Type.WILD, GetQuotient = 0.06666666666666667
8758: Bush: month = Month.JULY, name = mrnAiGNNTDFcE, GetQuotient = 0.07692307692307693
8759: Bush: month = Month.NOVEMBER, name = FVoaAGECvQlHu, GetQuotient = 0.23076923076923078
8760: Tree: age = 18920, name = LiVExymW, GetQuotient = 0.125
8761: Bush: month = Month.JULY, name = TpcTqkcrWeisJP, GetQuotient = 0.14285714285714285
8762: Bush: month = Month.OCTOBER, name = ATlJoyxCwsiue, GetQuotient = 0.3076923076923077
8763: Tree: age = 11649, name = mYATjfJvoJmH, GetQuotient = 0.08333333333333333
8764: Tree: age = 74553, name = cCCvOD, GetQuotient = 0.0
8765: Tree: age = 48676, name = dtXccYzM, GetQuotient = 0.0
8766: Flower: name = CwGZdSgMhjkFIjQKnCx, Type = Type.HOUSE, GetQuotient = 0.0
8767: Tree: age = 44815, name = jm, GetQuotient = 0.0
8768: Bush: month = Month.APRIL, name = xndSPR, GetQuotient = 0.0
8769: Tree: age = 81457, name = KJRsBxBfxSgFWzRRa, GetQuotient = 0.058823529411764705
8770: Bush: month = Month.NOVEMBER, name = BMyepPATakvLSj, GetQuotient = 0.14285714285714285
8771: Tree: age = 79160, name = f, GetQuotient = 0.0
8772: Bush: month = Month.MAY, name = RLvALAfCgTvuUIF, GetQuotient = 0.06666666666666667
8773: Flower: name = VouLgBrirjd, Type = Type.GARDEN, GetQuotient = 0.2727272727272727
8774: Tree: age = 73221, name = wfYHyDtmnB, GetQuotient = 0.0
8775: Tree: age = 87823, name = DBCatIiUvvI, GetQuotient = 0.18181818181818182
8776: Tree: age = 20598, name = UxB, GetQuotient = 0.0
8777: Tree: age = 43116, name = LvmiLSrdLAAkywn, GetQuotient = 0.06666666666666667
8778: Bush: month = Month.APRIL, name = UHqrAEVeBgMXyTCIfl, GetQuotient = 0.05555555555555555
8779: Flower: name = lsPqNUxBkbV, Type = Type.WILD, GetQuotient = 0.0
8780: Bush: month = Month.OCTOBER, name = zCvdRUsVaJIKpvwVP, GetQuotient = 0.058823529411764705
8781: Bush: month = Month.APRIL, name = ayRfNwKkxOpOMUVoVmEn, GetQuotient = 0.1
8782: Bush: month = Month.JANUARY, name = jplgGvaxr, GetQuotient = 0.1111111111111111
8783: Flower: name = rCdInbrTZOakns, Type = Type.GARDEN, GetQuotient = 0.07142857142857142
8784: Bush: month = Month.OCTOBER, name = uUDMleHASOQAdUOFcHIv, GetQuotient = 0.1
8785: Flower: name = kTiMHpfLcPzSRmEVoLu, Type = Type.GARDEN, GetQuotient = 0.15789473684210525
8786: Tree: age = 32072, name = cmPgWn, GetQuotient = 0.0
8787: Flower: name = luKm, Type = Type.HOUSE, GetQuotient = 0.25
8788: Flower: name = mHjxum, Type = Type.HOUSE, GetQuotient = 0.16666666666666666
8789: Tree: age = 69758, name = zhTzOeUxVZeedFAeVB, GetQuotient = 0.2222222222222222
8790: Bush: month = Month.MAY, name = JrtxBzWCwdkCggQHd, GetQuotient = 0.0
8791: Flower: name = bgzRDZlyWeoleamK, Type = Type.HOUSE, GetQuotient = 0.25
8792: Bush: month = Month.OCTOBER, name = uQbwUZEqAqlbzrM, GetQuotient = 0.06666666666666667
8793: Bush: month = Month.OCTOBER, name = hgPBpmHErf, GetQuotient = 0.0
8794: Flower: name = tHuCMhqqypdMXe, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
8795: Flower: name = JlHvUceaErlYbmjWmRu, Type = Type.WILD, GetQuotient = 0.15789473684210525
8796: Flower: name = e, Type = Type.WILD, GetQuotient = 1.0
8797: Flower: name = BMcjtigPc, Type = Type.GARDEN, GetQuotient = 0.1111111111111111
8798: Bush: month = Month.OCTOBER, name = PyLQk, GetQuotient = 0.0
8799: Flower: name = FEZolgkJP, Type = Type.GARDEN, GetQuotient = 0.1111111111111111
8800: Tree: age = 90830, name = XRZpfUhWf, GetQuotient = 0.0
8801: Flower: name = dBA, Type = Type.GARDEN, GetQuotient = 0.0
8802: Tree: age = 24518, name = ZjRHiciwesOisi, GetQuotient = 0.35714285714285715
8803: Tree: age = 37951, name = oQYRcKCe, GetQuotient = 0.25
8804: Flower: name = YydRIPN, Type = Type.WILD, GetQuotient = 0.0
8805: Flower: name = HyOIVjUm, Type = Type.GARDEN, GetQuotient = 0.0
8806: Tree: age = 54235, name = phfnorZdCsyGfT, GetQuotient = 0.07142857142857142
8807: Bush: month = Month.MAY, name = hZhDOqnUTWHavpq, GetQuotient = 0.06666666666666667
8808: Flower: name = Za, Type = Type.HOUSE, GetQuotient = 0.5
8809: Tree: age = 68948, name = qzIIzusiYlD, GetQuotient = 0.18181818181818182
8810: Flower: name = ruwQfaNxqtrVJkNvN, Type = Type.HOUSE, GetQuotient = 0.11764705882352941
8811: Tree: age = 12027, name = PWkMzMYNSYFYOSoJLvQS, GetQuotient = 0.05
8812: Bush: month = Month.NOVEMBER, name = hHBwKuSMBlmYTXXPatt, GetQuotient = 0.10526315789473684
8813: Bush: month = Month.OCTOBER, name = XrVrT, GetQuotient = 0.0
8814: Bush: month = Month.DECEMBER, name = fUqBOnVTGujMFm, GetQuotient = 0.07142857142857142
8815: Bush: month = Month.JANUARY, name = erLPVkTrYorBXhosmUy, GetQuotient = 0.15789473684210525
8816: Bush: month = Month.JUNE, name = KowBlB, GetQuotient = 0.16666666666666666
8817: Bush: month = Month.FEBRUARY, name = zOeAZoKXPneQGQ, GetQuotient = 0.21428571428571427
8818: Bush: month = Month.DECEMBER, name = YjDth, GetQuotient = 0.0
8819: Bush: month = Month.DECEMBER, name = oMhmIjgPQpsxhjuYJqM, GetQuotient = 0.10526315789473684
8820: Tree: age = 45723, name = jGFiPXsXzZalLl, GetQuotient = 0.14285714285714285
8821: Bush: month = Month.JANUARY, name = IyTdODktIzA, GetQuotient = 0.0
8822: Bush: month = Month.DECEMBER, name = fpERhLLv, GetQuotient = 0.0
8823: Flower: name = loxuxtcouul, Type = Type.HOUSE, GetQuotient = 0.45454545454545453
8824: Tree: age = 9978, name = OWFEvTPFvXSWsYjPVP, GetQuotient = 0.0
8825: Tree: age = 92739, name = ZWaoWE, GetQuotient = 0.3333333333333333
8826: Tree: age = 8238, name = vaKVarOlf, GetQuotient = 0.2222222222222222
8827: Tree: age = 91490, name = XFvKBuTCqSKhOHH, GetQuotient = 0.06666666666666667
8828: Flower: name = MH, Type = Type.GARDEN, GetQuotient = 0.0
8829: Flower: name = tKtl, Type = Type.HOUSE, GetQuotient = 0.0
8830: Bush: month = Month.MARCH, name = NdTNuNuFyaLSTLSDZv, GetQuotient = 0.16666666666666666
8831: Tree: age = 82074, name = OsovGbsWIFJJhvMBmc, GetQuotient = 0.05555555555555555
8832: Tree: age = 34929, name = KEbqDRugTpkeW, GetQuotient = 0.15384615384615385
8833: Bush: month = Month.APRIL, name = bsgOVDeHq, GetQuotient = 0.1111111111111111
8834: Tree: age = 87892, name = U, GetQuotient = 0.0
8835: Bush: month = Month.MARCH, name = UphyGFK, GetQuotient = 0.0
8836: Bush: month = Month.APRIL, name = oOZURaYUYJStWKqcvay, GetQuotient = 0.15789473684210525
8837: Bush: month = Month.JANUARY, name = R, GetQuotient = 0.0
8838: Tree: age = 53290, name = UrVLGrCABXPxhmHG, GetQuotient = 0.0
8839: Bush: month = Month.AUGUST, name = ObJH, GetQuotient = 0.0
8840: Tree: age = 1105, name = UKmmusFkLgGbU, GetQuotient = 0.07692307692307693
8841: Flower: name = SxTGnKRmLQ, Type = Type.HOUSE, GetQuotient = 0.0
8842: Flower: name = qsqvXmMmAb, Type = Type.HOUSE, GetQuotient = 0.0
8843: Flower: name = oIn, Type = Type.GARDEN, GetQuotient = 0.3333333333333333
8844: Flower: name = Jagjhy, Type = Type.GARDEN, GetQuotient = 0.16666666666666666
8845: Flower: name = HjGxJgXGksdsU, Type = Type.WILD, GetQuotient = 0.0
8846: Bush: month = Month.DECEMBER, name = rGOFdlydrsrGlALdXuyI, GetQuotient = 0.05
8847: Flower: name = QyCFKPRnHBiIgK, Type = Type.HOUSE, GetQuotient = 0.07142857142857142
8848: Tree: age = 92084, name = cxhZZuYaKDGu, GetQuotient = 0.25
8849: Flower: name = HGEufGiGxBWeZNVjW, Type = Type.GARDEN, GetQuotient = 0.17647058823529413
8850: Flower: name = ZiuAi, Type = Type.HOUSE, GetQuotient = 0.6
8851: Bush: month = Month.MAY, name = Xen, GetQuotient = 0.3333333333333333
8852: Flower: name = JFPJRTfWl, Type = Type.GARDEN, GetQuotient = 0.0
8853: Bush: month = Month.JUNE, name = UBeEUQh, GetQuotient = 0.14285714285714285
8854: Tree: age = 53268, name = ZPPVendolnixig, GetQuotient = 0.2857142857142857
8855: Tree: age = 77077, name = VvaMCMEzfm, GetQuotient = 0.1
8856: Bush: month = Month.JULY, name = CanqL, GetQuotient = 0.2
8857: Bush: month = Month.MARCH, name = lgDNSJbSkGntNchBQY, GetQuotient = 0.0
8858: Bush: month = Month.MARCH, name = VukYaAovJWwf, GetQuotient = 0.25
8859: Bush: month = Month.MARCH, name = OgPtnjtSuZE, GetQuotient = 0.09090909090909091
8860: Bush: month = Month.APRIL, name = qJWwkLzfjWOhrguJpg, GetQuotient = 0.05555555555555555
8861: Tree: age = 54307, name = sibeWcoNtp, GetQuotient = 0.3
8862: Flower: name = WEHdSE, Type = Type.WILD, GetQuotient = 0.0
8863: Bush: month = Month.OCTOBER, name = JvNGPfpEsxvkQlr, GetQuotient = 0.0
8864: Tree: age = 27676, name = H, GetQuotient = 0.0
8865: Tree: age = 60256, name = ZKCXGMZRT, GetQuotient = 0.0
8866: Tree: age = 9767, name = rDWpBxEqeLjrambCJetC, GetQuotient = 0.15
8867: Bush: month = Month.OCTOBER, name = GsKcnyawKxcu, GetQuotient = 0.16666666666666666
8868: Bush: month = Month.APRIL, name = LYqSd, GetQuotient = 0.0
8869: Tree: age = 36336, name = pjstyBvTk, GetQuotient = 0.0
8870: Flower: name = eBsMIjDKy, Type = Type.WILD, GetQuotient = 0.1111111111111111
8871: Tree: age = 124, name = MbERYqkIBVknZn, GetQuotient = 0.0
8872: Tree: age = 1451, name = PL, GetQuotient = 0.0
8873: Tree: age = 2562, name = PX, GetQuotient = 0.0
8874: Tree: age = 28520, name = bKpmHrMS, GetQuotient = 0.0
8875: Tree: age = 35551, name = YGfTGsUgkuFJWSUyjrg, GetQuotient = 0.05263157894736842
8876: Bush: month = Month.JANUARY, name = ZhYTcEEOyxym, GetQuotient = 0.0
8877: Tree: age = 14125, name = SXBUQtWSh, GetQuotient = 0.0
8878: Flower: name = yqxbtUSiJaOFPkzYFE, Type = Type.GARDEN, GetQuotient = 0.1111111111111111
8879: Tree: age = 92729, name = YcFmCrfUTSS, GetQuotient = 0.0
8880: Bush: month = Month.JUNE, name = cPEpXpH, GetQuotient = 0.0
8881: Flower: name = llIMZvwEtyefqP, Type = Type.GARDEN, GetQuotient = 0.07142857142857142
8882: Flower: name = pwNPkrJKHnskBhfF, Type = Type.GARDEN, GetQuotient = 0.0
8883: Tree: age = 3721, name = usmWzmTxaCIa, GetQuotient = 0.25
8884: Flower: name = NJmFJENtMyZ, Type = Type.HOUSE, GetQuotient = 0.0
8885: Bush: month = Month.NOVEMBER, name = vbPWEWQqyAybePLkvRMF, GetQuotient = 0.05
8886: Tree: age = 31734, name = dUKFCqyRUVEi, GetQuotient = 0.08333333333333333
8887: Bush: month = Month.JANUARY, name = OmEMVFMeT, GetQuotient = 0.1111111111111111
8888: Flower: name = GAJQx, Type = Type.HOUSE, GetQuotient = 0.0
8889: Tree: age = 42075, name = QMgEIxRMBlIk, GetQuotient = 0.0
8890: Tree: age = 75763, name = zsIpzunuVPCYVAVme, GetQuotient = 0.17647058823529413
8891: Flower: name = vvrqkKrpJdxtHzPglzdv, Type = Type.GARDEN, GetQuotient = 0.0
8892: Flower: name = uZisGKte, Type = Type.HOUSE, GetQuotient = 0.375
8893: Flower: name = l, Type = Type.WILD, GetQuotient = 0.0
8894: Bush: month = Month.JANUARY, name = bfdWDAJqspYXr, GetQuotient = 0.0
8895: Tree: age = 58469, name = KyMQJckaSiZrLHg, GetQuotient = 0.13333333333333333
8896: Flower: name = BQiDNZRbzPdLUNRERcoM, Type = Type.HOUSE, GetQuotient = 0.1
8897: Flower: name = eZ, Type = Type.HOUSE, GetQuotient = 0.5
8898: Tree: age = 17177, name = We, GetQuotient = 0.5
8899: Flower: name = rtZngdPG, Type = Type.WILD, GetQuotient = 0.0
8900: Bush: month = Month.DECEMBER, name = pNTF, GetQuotient = 0.0
8901: Bush: month = Month.APRIL, name = hoSxOkkmSGikbNUWhN, GetQuotient = 0.1111111111111111
8902: Bush: month = Month.APRIL, name = AbZqEVkaJKLl, GetQuotient = 0.08333333333333333
8903: Tree: age = 75706, name = mOXO, GetQuotient = 0.0
8904: Flower: name = TpfWIgiHPNg, Type = Type.GARDEN, GetQuotient = 0.09090909090909091
8905: Flower: name = NM, Type = Type.HOUSE, GetQuotient = 0.0
8906: Tree: age = 74173, name = mByIF, GetQuotient = 0.0
8907: Flower: name = yCreSDlVzF, Type = Type.HOUSE, GetQuotient = 0.1
8908: Tree: age = 49214, name = wVhAgA, GetQuotient = 0.0
8909: Flower: name = xK, Type = Type.GARDEN, GetQuotient = 0.0
8910: Tree: age = 55968, name = POatqiZBStcKde, GetQuotient = 0.21428571428571427
8911: Flower: name = TAelaFlFs, Type = Type.HOUSE, GetQuotient = 0.2222222222222222
8912: Flower: name = vqa, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
8913: Flower: name = tGZUfTPcOGYUlT, Type = Type.WILD, GetQuotient = 0.0
8914: Bush: month = Month.NOVEMBER, name = HgwwDS, GetQuotient = 0.0
8915: Tree: age = 51817, name = oDUqxSGQSFUrSquhQ, GetQuotient = 0.11764705882352941
8916: Bush: month = Month.JUNE, name = XIqFwWiEGfMMdmY, GetQuotient = 0.06666666666666667
8917: Tree: age = 35412, name = TkSktVxprB, GetQuotient = 0.0
8918: Bush: month = Month.JULY, name = j, GetQuotient = 0.0
8919: Bush: month = Month.DECEMBER, name = Wo, GetQuotient = 0.5
8920: Tree: age = 96346, name = xEooJjcL, GetQuotient = 0.25
8921: Flower: name = ZAnoRMk, Type = Type.GARDEN, GetQuotient = 0.14285714285714285
8922: Tree: age = 24366, name = HejTvxIVGLHKQjHF, GetQuotient = 0.0625
8923: Bush: month = Month.JULY, name = tsWYcwlmjO, GetQuotient = 0.0
8924: Flower: name = zWsCXwkVW, Type = Type.GARDEN, GetQuotient = 0.0
8925: Flower: name = PlxheOXuaURLZtlIOUk, Type = Type.HOUSE, GetQuotient = 0.15789473684210525
8926: Tree: age = 55723, name = HKnxqjRE, GetQuotient = 0.0
8927: Flower: name = PmPXNlmQvdbErsrvNzQ, Type = Type.GARDEN, GetQuotient = 0.0
8928: Bush: month = Month.DECEMBER, name = QxUqDjZRAoRJ, GetQuotient = 0.08333333333333333
8929: Tree: age = 677, name = eRbHbRenNyuumuQyppO, GetQuotient = 0.2631578947368421
8930: Bush: month = Month.JANUARY, name = lgEzyUpU, GetQuotient = 0.0
8931: Tree: age = 23026, name = GiEHHqyAeriVCUdgRwT, GetQuotient = 0.15789473684210525
8932: Tree: age = 3527, name = rbt, GetQuotient = 0.0
8933: Flower: name = odtPaKpTMDWTBEoPnMj, Type = Type.WILD, GetQuotient = 0.15789473684210525
8934: Flower: name = ZeXgZesfeGeJRtM, Type = Type.HOUSE, GetQuotient = 0.26666666666666666
8935: Bush: month = Month.NOVEMBER, name = BVrQbWWxNVihfZ, GetQuotient = 0.07142857142857142
8936: Flower: name = LUIWhYG, Type = Type.HOUSE, GetQuotient = 0.0
8937: Tree: age = 51224, name = rsqPlu, GetQuotient = 0.16666666666666666
8938: Flower: name = duEPSk, Type = Type.WILD, GetQuotient = 0.16666666666666666
8939: Bush: month = Month.SEPTEMBER, name = sIlVMrh, GetQuotient = 0.0
8940: Tree: age = 93816, name = NiCFloCcF, GetQuotient = 0.2222222222222222
8941: Bush: month = Month.SEPTEMBER, name = ttlqsYXVPKl, GetQuotient = 0.0
8942: Flower: name = NKNlrLOEEcXjM, Type = Type.WILD, GetQuotient = 0.0
8943: Tree: age = 4319, name = r, GetQuotient = 0.0
8944: Tree: age = 58307, name = L, GetQuotient = 0.0
8945: Flower: name = aYgq, Type = Type.GARDEN, GetQuotient = 0.25
8946: Bush: month = Month.JUNE, name = PYxjollo, GetQuotient = 0.25
8947: Bush: month = Month.JULY, name = Na, GetQuotient = 0.5
8948: Tree: age = 3612, name = izBTUExbjUqYBhyT, GetQuotient = 0.0625
8949: Flower: name = buhoIKvYwIGMyggKbLU, Type = Type.WILD, GetQuotient = 0.10526315789473684
8950: Flower: name = wwRcfxhxKeg, Type = Type.GARDEN, GetQuotient = 0.09090909090909091
8951: Tree: age = 15790, name = tIOdW, GetQuotient = 0.0
8952: Flower: name = vCIV, Type = Type.WILD, GetQuotient = 0.0
8953: Tree: age = 11356, name = pWZCgqNLmKju, GetQuotient = 0.08333333333333333
8954: Flower: name = FjTziPCdkBjgXYK, Type = Type.WILD, GetQuotient = 0.06666666666666667
8955: Flower: name = dokM, Type = Type.GARDEN, GetQuotient = 0.25
8956: Tree: age = 86167, name = fJ, GetQuotient = 0.0
8957: Bush: month = Month.DECEMBER, name = JdafbhofPaK, GetQuotient = 0.2727272727272727
8958: Flower: name = kaIqAoZt, Type = Type.GARDEN, GetQuotient = 0.25
8959: Bush: month = Month.DECEMBER, name = jeTqqZSsO, GetQuotient = 0.1111111111111111
8960: Flower: name = ga, Type = Type.HOUSE, GetQuotient = 0.5
8961: Tree: age = 50955, name = hcfJMSWdOHZpSnhvvl, GetQuotient = 0.0
8962: Tree: age = 17574, name = XRwlZjEA, GetQuotient = 0.0
8963: Tree: age = 7641, name = IHInrKWIGwkmOEYYcO, GetQuotient = 0.0
8964: Flower: name = WkaaqdleJYG, Type = Type.GARDEN, GetQuotient = 0.2727272727272727
8965: Flower: name = EqUhfvD, Type = Type.WILD, GetQuotient = 0.0
8966: Tree: age = 20238, name = ySTMQvwyDCnrtiJgw, GetQuotient = 0.058823529411764705
8967: Tree: age = 6983, name = PaMusgTscSbXTFno, GetQuotient = 0.1875
8968: Flower: name = UxYEhXnT, Type = Type.HOUSE, GetQuotient = 0.0
8969: Flower: name = xq, Type = Type.HOUSE, GetQuotient = 0.0
8970: Flower: name = iM, Type = Type.HOUSE, GetQuotient = 0.5
8971: Bush: month = Month.DECEMBER, name = v, GetQuotient = 0.0
8972: Tree: age = 97340, name = xZvArNVGLBLItjaMP, GetQuotient = 0.058823529411764705
8973: Flower: name = K, Type = Type.HOUSE, GetQuotient = 0.0
8974: Bush: month = Month.JUNE, name = tuSgFTunl, GetQuotient = 0.2222222222222222
8975: Flower: name = agcNEomnJhOPm, Type = Type.GARDEN, GetQuotient = 0.15384615384615385
8976: Flower: name = bdKViYKHPZuZdQogwYaL, Type = Type.WILD, GetQuotient = 0.2
8977: Tree: age = 62214, name = AimIjOmaLFzduiHhodc, GetQuotient = 0.2631578947368421
8978: Flower: name = nwSz, Type = Type.GARDEN, GetQuotient = 0.0
8979: Flower: name = VLSz, Type = Type.GARDEN, GetQuotient = 0.0
8980: Bush: month = Month.AUGUST, name = tPnJIHnumcKvJN, GetQuotient = 0.07142857142857142
8981: Flower: name = wZsquemNalHL, Type = Type.WILD, GetQuotient = 0.25
8982: Bush: month = Month.SEPTEMBER, name = XrgKqFzMulTlTpHab, GetQuotient = 0.11764705882352941
8983: Tree: age = 34065, name = YcKWaprbnXbdqGeNpeZ, GetQuotient = 0.15789473684210525
8984: Tree: age = 49041, name = xsTVQRsfExTfuq, GetQuotient = 0.07142857142857142
8985: Flower: name = aayypAfgpcgU, Type = Type.WILD, GetQuotient = 0.16666666666666666
8986: Bush: month = Month.MARCH, name = bsBVBURENaHW, GetQuotient = 0.08333333333333333
8987: Bush: month = Month.SEPTEMBER, name = HtrleZXckrRJdv, GetQuotient = 0.07142857142857142
8988: Tree: age = 15422, name = ah, GetQuotient = 0.5
8989: Bush: month = Month.MARCH, name = PXpbClXMbqr, GetQuotient = 0.0
8990: Tree: age = 9602, name = wAuUUHkZ, GetQuotient = 0.125
8991: Flower: name = lYPTBvvKAcgweYuLP, Type = Type.HOUSE, GetQuotient = 0.11764705882352941
8992: Flower: name = YqbVVaX, Type = Type.WILD, GetQuotient = 0.14285714285714285
8993: Bush: month = Month.MARCH, name = rKqFtwLrq, GetQuotient = 0.0
8994: Tree: age = 85113, name = MFr, GetQuotient = 0.0
8995: Tree: age = 70980, name = KnvylEqBcKxE, GetQuotient = 0.0
8996: Tree: age = 86053, name = EF, GetQuotient = 0.0
8997: Tree: age = 4604, name = xQWELnEV, GetQuotient = 0.0
8998: Flower: name = QHpzuzM, Type = Type.WILD, GetQuotient = 0.14285714285714285
8999: Flower: name = RTM, Type = Type.GARDEN, GetQuotient = 0.0
9000: Bush: month = Month.AUGUST, name = eGLsd, GetQuotient = 0.2
9001: Flower: name = AuxAOzgJFreFgSG, Type = Type.GARDEN, GetQuotient = 0.13333333333333333
9002: Bush: month = Month.NOVEMBER, name = jaJNqXLjhjjm, GetQuotient = 0.08333333333333333
9003: Tree: age = 50755, name = m, GetQuotient = 0.0
9004: Bush: month = Month.APRIL, name = eDmSMIM, GetQuotient = 0.14285714285714285
9005: Bush: month = Month.OCTOBER, name = ZySZB, GetQuotient = 0.0
9006: Bush: month = Month.NOVEMBER, name = iKiwBkLaqpe, GetQuotient = 0.36363636363636365
9007: Bush: month = Month.MARCH, name = jOajMYvKpyDvEvpBUt, GetQuotient = 0.05555555555555555
9008: Bush: month = Month.MAY, name = fKNmGyDQlaJSqFm, GetQuotient = 0.06666666666666667
9009: Flower: name = WttfRdckKo, Type = Type.HOUSE, GetQuotient = 0.1
9010: Tree: age = 1042, name = uqtuKKyDOYcMxnlJMg, GetQuotient = 0.1111111111111111
9011: Flower: name = UyAewAwG, Type = Type.WILD, GetQuotient = 0.125
9012: Tree: age = 83690, name = DUkGTfIRuLQHOO, GetQuotient = 0.07142857142857142
9013: Bush: month = Month.MAY, name = DuwdGMEQmsKED, GetQuotient = 0.07692307692307693
9014: Flower: name = kmIfTHOfeXXLTXzZM, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
9015: Bush: month = Month.OCTOBER, name = CliLVJjitNxeaniviTFt, GetQuotient = 0.3
9016: Bush: month = Month.NOVEMBER, name = STbPrj, GetQuotient = 0.0
9017: Tree: age = 64100, name = pMCZClJunOaZKDki, GetQuotient = 0.1875
9018: Bush: month = Month.SEPTEMBER, name = VObomsGXwTEkpxfY, GetQuotient = 0.0625
9019: Tree: age = 5931, name = cdUYwVvlXBGVFKy, GetQuotient = 0.0
9020: Flower: name = kOpkQZDMzkwlo, Type = Type.WILD, GetQuotient = 0.07692307692307693
9021: Tree: age = 15164, name = TylzyyAj, GetQuotient = 0.0
9022: Tree: age = 70490, name = NVLjhsL, GetQuotient = 0.0
9023: Bush: month = Month.JULY, name = Gljmyhm, GetQuotient = 0.0
9024: Flower: name = AzAt, Type = Type.WILD, GetQuotient = 0.0
9025: Flower: name = anxmKSjS, Type = Type.WILD, GetQuotient = 0.125
9026: Tree: age = 4626, name = azBppWL, GetQuotient = 0.14285714285714285
9027: Flower: name = HQxj, Type = Type.GARDEN, GetQuotient = 0.0
9028: Tree: age = 27690, name = QErON, GetQuotient = 0.0
9029: Bush: month = Month.MARCH, name = OdSZ, GetQuotient = 0.0
9030: Flower: name = UZx, Type = Type.GARDEN, GetQuotient = 0.0
9031: Bush: month = Month.APRIL, name = va, GetQuotient = 0.5
9032: Flower: name = yUUZw, Type = Type.HOUSE, GetQuotient = 0.0
9033: Bush: month = Month.MARCH, name = xjbtXPsFuxY, GetQuotient = 0.09090909090909091
9034: Flower: name = SNqXuwJJOLYSfjWJ, Type = Type.HOUSE, GetQuotient = 0.0625
9035: Tree: age = 62548, name = mXfzvWkp, GetQuotient = 0.0
9036: Flower: name = LPVDqKrzmHbR, Type = Type.HOUSE, GetQuotient = 0.0
9037: Flower: name = ZiHhssh, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
9038: Bush: month = Month.OCTOBER, name = ImBRIiiUdespfRLcKA, GetQuotient = 0.16666666666666666
9039: Tree: age = 50926, name = UgsGObxflZYLGKi, GetQuotient = 0.06666666666666667
9040: Bush: month = Month.MAY, name = VsxLwQQU, GetQuotient = 0.0
9041: Tree: age = 34766, name = ChNod, GetQuotient = 0.2
9042: Bush: month = Month.AUGUST, name = b, GetQuotient = 0.0
9043: Bush: month = Month.JANUARY, name = qrDPuPPjGd, GetQuotient = 0.1
9044: Bush: month = Month.JUNE, name = TJi, GetQuotient = 0.3333333333333333
9045: Tree: age = 10539, name = neTD, GetQuotient = 0.25
9046: Flower: name = pNkTW, Type = Type.HOUSE, GetQuotient = 0.0
9047: Tree: age = 65188, name = LdIsNcECxftOCPY, GetQuotient = 0.0
9048: Flower: name = YBMKNJPYpk, Type = Type.HOUSE, GetQuotient = 0.0
9049: Bush: month = Month.MARCH, name = uYnBgHprP, GetQuotient = 0.1111111111111111
9050: Bush: month = Month.MAY, name = zzoaO, GetQuotient = 0.4
9051: Tree: age = 36984, name = wdQ, GetQuotient = 0.0
9052: Bush: month = Month.FEBRUARY, name = ZpTPl, GetQuotient = 0.0
9053: Bush: month = Month.FEBRUARY, name = NgqZjkNdH, GetQuotient = 0.0
9054: Tree: age = 63423, name = TlmgRhZWyUydglN, GetQuotient = 0.0
9055: Tree: age = 40085, name = vDYzXKGrbzBhqYBao, GetQuotient = 0.11764705882352941
9056: Flower: name = xacbEyyWHptMQKoUR, Type = Type.GARDEN, GetQuotient = 0.11764705882352941
9057: Bush: month = Month.MARCH, name = NtBySDYtulfp, GetQuotient = 0.08333333333333333
9058: Bush: month = Month.APRIL, name = PRFuLhzUDHAmqlKjQXI, GetQuotient = 0.05263157894736842
9059: Bush: month = Month.FEBRUARY, name = AFZSvPRCEHZfHdHFo, GetQuotient = 0.058823529411764705
9060: Tree: age = 96476, name = gevLbQIeNWvfyBSgreoQ, GetQuotient = 0.2
