Sorted container:
Container is store 10000 plants:
0: Tree: age = 75372, name = a, GetQuotient = 1.0
8785: Flower: name = F, Type = Type.WILD, GetQuotient = 0.0
8786: Tree: age = 22741, name = SQX, GetQuotient = 0.0
8787: Bush: month = Month.NOVEMBER, name = Dht, GetQuotient = 0.0
8788: Bush: month = Month.DECEMBER, name = ItcNOrr, GetQuotient = 0.0
8789: Bush: month = Month.DECEMBER, name = Hkw, GetQuotient = 0.0
8790: Tree: age = 86975, name = szXOBqksrDgJ, GetQuotient = 0.0
8791: Flower: name = ZsLLdH, Type = Type.WILD, GetQuotient = 0.0
8792: Tree: age = 45032, name = Qcw, GetQuotient = 0.0
8793: Bush: month = Month.MARCH, name = IUlsFjNIIwpTScmz, GetQuotient = 0.0
8794: Tree: age = 93856, name = ZDsyXxjAJHmvPhdWl, GetQuotient = 0.0
8795: Tree: age = 66370, name = kqfS, GetQuotient = 0.0
8796: Tree: age = 29521, name = C, GetQuotient = 0.0
8797: Bush: month = Month.NOVEMBER, name = bGgUkEXWTvBqylYdZ, GetQuotient = 0.0
8798: Bush: month = Month.JULY, name = vRsTVmWtxHDCGPHpYHRx, GetQuotient = 0.0
8799: Bush: month = Month.FEBRUARY, name = n, GetQuotient = 0.0
8800: Bush: month = Month.OCTOBER, name = H, GetQuotient = 0.0
8801: Flower: name = MsY, Type = Type.WILD, GetQuotient = 0.0
8802: Flower: name = ktcEYyOUr, Type = Type.HOUSE, GetQuotient = 0.0
8803: Tree: age = 67493, name = pzbCgrbgVJGGhxFRCq, GetQuotient = 0.0
8804: Flower: name = W, Type = Type.WILD, GetQuotient = 0.0
8805: Flower: name = kA, Type = Type.WILD, GetQuotient = 0.0
8806: Bush: month = Month.OCTOBER, name = K, GetQuotient = 0.0
8807: Tree: age = 68243, name = NS, GetQuotient = 0.0
8808: Tree: age = 44490, name = PtFVHbbqBkU, GetQuotient = 0.0
8809: Flower: name = JwFX, Type = Type.GARDEN, GetQuotient = 0.0
8810: Bush: month = Month.NOVEMBER, name = ZPOIXvX, GetQuotient = 0.0
8811: Bush: month = Month.APRIL, name = ZBkyRVwEv, GetQuotient = 0.0
8812: Bush: month = Month.MAY, name = gIm, GetQuotient = 0.0
8813: Tree: age = 28712, name = smBgfFMxRjhF, GetQuotient = 0.0
8814: Flower: name = lLGkXBpsnWxvk, Type = Type.WILD, GetQuotient = 0.0
8815: Bush: month = Month.JANUARY, name = A, GetQuotient = 0.0
8816: Flower: name = Wz, Type = Type.GARDEN, GetQuotient = 0.0
8817: Flower: name = AxyFCgHt, Type = Type.HOUSE, GetQuotient = 0.0
8818: Tree: age = 66785, name = qkHSLI, GetQuotient = 0.0
8819: Flower: name = nCIkXAF, Type = Type.HOUSE, GetQuotient = 0.0
8820: Flower: name = LXfxt, Type = Type.HOUSE, GetQuotient = 0.0
8821: Flower: name = btchQVyZhPlT, Type = Type.WILD, GetQuotient = 0.0
8822: Flower: name = Wr, Type = Type.WILD, GetQuotient = 0.0
8823: Bush: month = Month.JUNE, name = H, GetQuotient = 0.0
8824: Bush: month = Month.APRIL, name = ZG, GetQuotient = 0.0
8825: Bush: month = Month.MARCH, name = OFfvDqBPMKzwChj, GetQuotient = 0.0
8826: Bush: month = Month.FEBRUARY, name = S, GetQuotient = 0.0
8827: Bush: month = Month.JANUARY, name = Lq, GetQuotient = 0.0
8828: Flower: name = yLAPckcN, Type = Type.WILD, GetQuotient = 0.0
8829: Bush: month = Month.APRIL, name = GDIn, GetQuotient = 0.0
8830: Flower: name = MS, Type = Type.GARDEN, GetQuotient = 0.0
8831: Bush: month = Month.SEPTEMBER, name = MQDKbD, GetQuotient = 0.0
8832: Bush: month = Month.JUNE, name = sJl, GetQuotient = 0.0
8833: Tree: age = 31505, name = Y, GetQuotient = 0.0
8834: Flower: name = B, Type = Type.WILD, GetQuotient = 0.0
8835: Flower: name = pGLtszYJ, Type = Type.WILD, GetQuotient = 0.0
8836: Flower: name = Xm, Type = Type.HOUSE, GetQuotient = 0.0
8837: Tree: age = 79222, name = rSB, GetQuotient = 0.0
8838: Flower: name = GMqIEgmTFfLxwXRvSN, Type = Type.HOUSE, GetQuotient = 0.0
8839: Flower: name = CccSZJEG, Type = Type.HOUSE, GetQuotient = 0.0
8840: Tree: age = 91381, name = h, GetQuotient = 0.0
8841: Bush: month = Month.NOVEMBER, name = GjJTUWZ, GetQuotient = 0.0
8842: Bush: month = Month.JUNE, name = OLTBY, GetQuotient = 0.0
8843: Bush: month = Month.SEPTEMBER, name = dwwECscg, GetQuotient = 0.0
8844: Flower: name = ccRWYUExl, Type = Type.WILD, GetQuotient = 0.0
8845: Tree: age = 69494, name = BnAErWwGXyglJHblwtc, GetQuotient = 0.0
8846: Flower: name = JMSRyPxtZjcXhzs, Type = Type.HOUSE, GetQuotient = 0.0
8847: Tree: age = 99181, name = wkJJHd, GetQuotient = 0.0
8848: Tree: age = 89195, name = jFDwEOW, GetQuotient = 0.0
8849: Bush: month = Month.DECEMBER, name = BFDwzfSwdf, GetQuotient = 0.0
8850: Flower: name = RPDLrH, Type = Type.GARDEN, GetQuotient = 0.0
8851: Flower: name = RtEvqRxIv, Type = Type.WILD, GetQuotient = 0.0
8852: Tree: age = 89904, name = MTwSfwAMG, GetQuotient = 0.0
8853: Flower: name = MLUHqtvXLNzjm, Type = Type.HOUSE, GetQuotient = 0.0
8854: Flower: name = EGsMs, Type = Type.WILD, GetQuotient = 0.0
8855: Flower: name = MZLfZwmUQMlUGE, Type = Type.WILD, GetQuotient = 0.0
8856: Tree: age = 24409, name = U, GetQuotient = 0.0
8857: Tree: age = 11047, name = tJTwdAj, GetQuotient = 0.0
8858: Tree: age = 58532, name = fG, GetQuotient = 0.0
8859: Bush: month = Month.JANUARY, name = Dg, GetQuotient = 0.0
8860: Tree: age = 39208, name = lxcGl, GetQuotient = 0.0
8861: Bush: month = Month.DECEMBER, name = SCwcYnqN, GetQuotient = 0.0
8862: Tree: age = 75271, name = NJg, GetQuotient = 0.0
8863: Bush: month = Month.JANUARY, name = PzhOXVsTM, GetQuotient = 0.0
8864: Bush: month = Month.APRIL, name = ZEy, GetQuotient = 0.0
8865: Bush: month = Month.AUGUST, name = TAGFQUNFwPZfYQxPAN, GetQuotient = 0.0
8866: Bush: month = Month.MARCH, name = LZ, GetQuotient = 0.0
8867: Flower: name = MpJxgRmEKc, Type = Type.HOUSE, GetQuotient = 0.0
8868: Flower: name = NBmF, Type = Type.WILD, GetQuotient = 0.0
8869: Bush: month = Month.DECEMBER, name = m, GetQuotient = 0.0
8870: Flower: name = xFfHtFgK, Type = Type.GARDEN, GetQuotient = 0.0
8871: Bush: month = Month.NOVEMBER, name = W, GetQuotient = 0.0
8872: Tree: age = 87576, name = MBzrYI, GetQuotient = 0.0
8873: Tree: age = 20059, name = UhXNfqGQb, GetQuotient = 0.0
8874: Flower: name = AyMK, Type = Type.GARDEN, GetQuotient = 0.0
8875: Tree: age = 12700, name = rl, GetQuotient = 0.0
8876: Bush: month = Month.FEBRUARY, name = gR, GetQuotient = 0.0
8877: Bush: month = Month.MARCH, name = gXWE, GetQuotient = 0.0
8878: Flower: name = nB, Type = Type.HOUSE, GetQuotient = 0.0
8879: Flower: name = L, Type = Type.HOUSE, GetQuotient = 0.0
8880: Flower: name = BcZZkCEZYhZtGEL, Type = Type.HOUSE, GetQuotient = 0.0
8881: Bush: month = Month.DECEMBER, name = InNsZbTmBkmrHMjCJ, GetQuotient = 0.0
8882: Tree: age = 55996, name = M, GetQuotient = 0.0
8883: Bush: month = Month.APRIL, name = dAlCwDBQBSsf, GetQuotient = 0.0
8884: Flower: name = n, Type = Type.WILD, GetQuotient = 0.0
8885: Bush: month = Month.NOVEMBER, name = JwHfdxyWXskRItY, GetQuotient = 0.0
8886: Flower: name = KHE, Type = Type.GARDEN, GetQuotient = 0.0
8887: Bush: month = Month.JANUARY, name = PWvvHyBPVlJ, GetQuotient = 0.0
8888: Tree: age = 90557, name = UgvPDYg, GetQuotient = 0.0
8889: Tree: age = 59055, name = vzKc, GetQuotient = 0.0
8890: Tree: age = 81005, name = QcATNTkhJIqjWEKAc, GetQuotient = 0.0
8891: Flower: name = ydEOnLqOmqOFWJSjW, Type = Type.GARDEN, GetQuotient = 0.0
8892: Tree: age = 69142, name = VpjHFARprNQK, GetQuotient = 0.0
8893: Flower: name = hMlVbO, Type = Type.GARDEN, GetQuotient = 0.0
8894: Bush: month = Month.FEBRUARY, name = fRgpyCpBHUnAR, GetQuotient = 0.0
8895: Tree: age = 2156, name = cmyfD, GetQuotient = 0.0
8896: Bush: month = Month.MARCH, name = nDBqqsbyfdhR, GetQuotient = 0.0
8897: Flower: name = RZQ, Type = Type.GARDEN, GetQuotient = 0.0
8898: Flower: name = TW, Type = Type.GARDEN, GetQuotient = 0.0
8899: Flower: name = ZLwbSkUjhRILnRSkm, Type = Type.GARDEN, GetQuotient = 0.0
8900: Flower: name = mf, Type = Type.WILD, GetQuotient = 0.0
8901: Flower: name = HtqNKBPqc, Type = Type.HOUSE, GetQuotient = 0.0
8902: Tree: age = 96797, name = q, GetQuotient = 0.0
8903: Bush: month = Month.JUNE, name = hwZMvpPtyd, GetQuotient = 0.0
8904: Bush: month = Month.NOVEMBER, name = cXEgLCgSxCVImt, GetQuotient = 0.0
8905: Tree: age = 93519, name = XtpgmzSIOzH, GetQuotient = 0.0
8906: Flower: name = TOJvqcCdMETDOB, Type = Type.GARDEN, GetQuotient = 0.0
8907: Tree: age = 16460, name = rJII, GetQuotient = 0.0
8908: Tree: age = 48291, name = kY, GetQuotient = 0.0
8909: Bush: month = Month.FEBRUARY, name = rRMBTBIfs, GetQuotient = 0.0
8910: Bush: month = Month.JANUARY, name = xOGkgZ, GetQuotient = 0.0
8911: Tree: age = 97859, name = Pm, GetQuotient = 0.0
8912: Bush: month = Month.APRIL, name = BFvFEG, GetQuotient = 0.0
8913: Flower: name = Ldvgt, Type = Type.GARDEN, GetQuotient = 0.0
8914: Bush: month = Month.JANUARY, name = JdHljchLO, GetQuotient = 0.0
8915: Flower: name = VrmjPFXI, Type = Type.HOUSE, GetQuotient = 0.0
8916: Flower: name = Y, Type = Type.HOUSE, GetQuotient = 0.0
8917: Bush: month = Month.MARCH, name = nJTNYEKG, GetQuotient = 0.0
8918: Flower: name = wJXClQt, Type = Type.HOUSE, GetQuotient = 0.0
8919: Tree: age = 89707, name = TLZ, GetQuotient = 0.0
8920: Bush: month = Month.DECEMBER, name = KtTfNxT, GetQuotient = 0.0
8921: Tree: age = 67142, name = JHUONqYdOIKDOhkH, GetQuotient = 0.0
8922: Bush: month = Month.JULY, name = QB, GetQuotient = 0.0
8923: Flower: name = xXSlNkHF, Type = Type.HOUSE, GetQuotient = 0.0
8924: Tree: age = 12449, name = UCLONdgUPsPIJB, GetQuotient = 0.0
8925: Flower: name = EWL, Type = Type.HOUSE, GetQuotient = 0.0
8926: Bush: month = Month.JUNE, name = hgJtvnMUvvjR, GetQuotient = 0.0
8927: Tree: age = 14114, name = JUrPXXYgg, GetQuotient = 0.0
8928: Flower: name = QpcttTBKXVVN, Type = Type.WILD, GetQuotient = 0.0
8929: Bush: month = Month.MARCH, name = qETEJd, GetQuotient = 0.0
8930: Tree: age = 46585, name = dvAwN, GetQuotient = 0.0
8931: Flower: name = xwrhzcdh, Type = Type.HOUSE, GetQuotient = 0.0
8932: Flower: name = LqPRkOn, Type = Type.WILD, GetQuotient = 0.0
8933: Bush: month = Month.OCTOBER, name = FROZSUx, GetQuotient = 0.0
8934: Tree: age = 76824, name = L, GetQuotient = 0.0
8935: Flower: name = PymFhb, Type = Type.GARDEN, GetQuotient = 0.0
8936: Flower: name = f, Type = Type.WILD, GetQuotient = 0.0
8937: Tree: age = 26614, name = zcrQrrdJc, GetQuotient = 0.0
8938: Tree: age = 1817, name = qmmLTRENyZWGxR, GetQuotient = 0.0
8939: Tree: age = 65629, name = SrMBLGRpnTkrZgKrJlrX, GetQuotient = 0.0
8940: Flower: name = gkYxdOtxwXXc, Type = Type.WILD, GetQuotient = 0.0
8941: Tree: age = 74616, name = NbXHjtz, GetQuotient = 0.0
8942: Tree: age = 85438, name = RScE, GetQuotient = 0.0
8943: Tree: age = 76621, name = xjQ, GetQuotient = 0.0
8944: Flower: name = RPvpBrfTNh, Type = Type.GARDEN, GetQuotient = 0.0
8945: Tree: age = 34359, name = EPMzgZqmWxl, GetQuotient = 0.0
8946: Tree: age = 66469, name = rItBjGEO, GetQuotient = 0.0
8947: Bush: month = Month.MAY, name = xLRERL, GetQuotient = 0.0
8948: Flower: name = EWhhH, Type = Type.WILD, GetQuotient = 0.0
8949: Flower: name = WJcGGGW, Type = Type.HOUSE, GetQuotient = 0.0
8950: Flower: name = NwVdFw, Type = Type.HOUSE, GetQuotient = 0.0
8951: Bush: month = Month.JUNE, name = q, GetQuotient = 0.0
8952: Bush: month = Month.JULY, name = YU, GetQuotient = 0.0
8953: Bush: month = Month.JULY, name = ls, GetQuotient = 0.0
8954: Bush: month = Month.JUNE, name = dKpWpIpccnwWnyFg, GetQuotient = 0.0
8955: Tree: age = 72760, name = POPEvSKjAXLy, GetQuotient = 0.0
8956: Tree: age = 5507, name = T, GetQuotient = 0.0
8957: Flower: name = LGZ, Type = Type.HOUSE, GetQuotient = 0.0
8958: Flower: name = JGEMmAl, Type = Type.HOUSE, GetQuotient = 0.0
8959: Tree: age = 94606, name = PjcJNVWJ, GetQuotient = 0.0
8960: Bush: month = Month.NOVEMBER, name = rT, GetQuotient = 0.0
8961: Bush: month = Month.SEPTEMBER, name = Z, GetQuotient = 0.0
8962: Bush: month = Month.OCTOBER, name = K, GetQuotient = 0.0
8963: Tree: age = 47996, name = JFwctFmzgdNvNGDVcxb, GetQuotient = 0.0
8964: Flower: name = PU, Type = Type.GARDEN, GetQuotient = 0.0
8965: Flower: name = bNybF, Type = Type.WILD, GetQuotient = 0.0
8966: Tree: age = 37795, name = ShJ, GetQuotient = 0.0
8967: Bush: month = Month.APRIL, name = lYJNNLh, GetQuotient = 0.0
8968: Flower: name = V, Type = Type.WILD, GetQuotient = 0.0
8969: Flower: name = byB, Type = Type.GARDEN, GetQuotient = 0.0
8970: Tree: age = 42046, name = sRyTb, GetQuotient = 0.0
8971: Flower: name = wClSYDl, Type = Type.GARDEN, GetQuotient = 0.0
8972: Flower: name = dWUkzgOVybGYWY, Type = Type.HOUSE, GetQuotient = 0.0
8973: Tree: age = 39375, name = kmgzgC, GetQuotient = 0.0
8974: Tree: age = 27876, name = WmhZnrmzPSExITfO, GetQuotient = 0.0
8975: Bush: month = Month.APRIL, name = cmlNYZGLl, GetQuotient = 0.0
8976: Tree: age = 51845, name = EccHZhL, GetQuotient = 0.0
8977: Tree: age = 51106, name = VLhlKVgKHD, GetQuotient = 0.0
8978: Bush: month = Month.OCTOBER, name = S, GetQuotient = 0.0
8979: Flower: name = WnXpQzvPBpDzGA, Type = Type.HOUSE, GetQuotient = 0.0
8980: Flower: name = r, Type = Type.HOUSE, GetQuotient = 0.0
8981: Tree: age = 73260, name = hSWGREz, GetQuotient = 0.0
8982: Flower: name = hYxDkGUbD, Type = Type.GARDEN, GetQuotient = 0.0
8983: Bush: month = Month.SEPTEMBER, name = fW, GetQuotient = 0.0
8984: Flower: name = NHOk, Type = Type.GARDEN, GetQuotient = 0.0
8985: Flower: name = h, Type = Type.HOUSE, GetQuotient = 0.0
8986: Tree: age = 5614, name = frbhdJWlGFSTLJMHbd, GetQuotient = 0.0
8987: Tree: age = 13323, name = XxL, GetQuotient = 0.0
8988: Bush: month = Month.FEBRUARY, name = JMOMvRg, GetQuotient = 0.0
8989: Flower: name = JZLJZLtVHZLC, Type = Type.WILD, GetQuotient = 0.0
8990: Tree: age = 61970, name = lUhQ, GetQuotient = 0.0
8991: Tree: age = 37079, name = dGIMwcKpNhjWxy, GetQuotient = 0.0
8992: Tree: age = 94806, name = NGxZJMBBYbUlsyy, GetQuotient = 0.0
8993: Tree: age = 82213, name = AYFgUUYIcAVQlELONHfA, GetQuotient = 0.0
8994: Tree: age = 28965, name = jyjtIHSRIJVRzL, GetQuotient = 0.0
8995: Bush: month = Month.JULY, name = HZxwQRfkb, GetQuotient = 0.0
8996: Flower: name = gn, Type = Type.HOUSE, GetQuotient = 0.0
8997: Bush: month = Month.DECEMBER, name = PmjYktGVKkZ, GetQuotient = 0.0
8998: Tree: age = 43157, name = OW, GetQuotient = 0.0
8999: Tree: age = 86982, name = VLkwFNBDt, GetQuotient = 0.0
9000: Tree: age = 53256, name = sSr, GetQuotient = 0.0
9001: Bush: month = Month.JULY, name = IAI, GetQuotient = 0.0
9002: Flower: name = wOfjUFw, Type = Type.WILD, GetQuotient = 0.0
9003: Flower: name = m, Type = Type.WILD, GetQuotient = 0.0
9004: Bush: month = Month.NOVEMBER, name = J, GetQuotient = 0.0
9005: Bush: month = Month.OCTOBER, name = AFyhAsZPMkdB, GetQuotient = 0.0
9006: Bush: month = Month.JANUARY, name = TmvCUhErFTZqtDILfJs, GetQuotient = 0.0
9007: Tree: age = 4535, name = RDxGAxCxnApEZEbwXXJ, GetQuotient = 0.0
9008: Tree: age = 65261, name = yy, GetQuotient = 0.0
9009: Bush: month = Month.AUGUST, name = gwvR, GetQuotient = 0.0
9010: Flower: name = jrE, Type = Type.WILD, GetQuotient = 0.0
9011: Bush: month = Month.APRIL, name = bEqsMxJBmHnI, GetQuotient = 0.0
9012: Flower: name = KFYB, Type = Type.WILD, GetQuotient = 0.0
9013: Tree: age = 54773, name = GGbOgxsJMYOgTlsztsUp, GetQuotient = 0.0
9014: Bush: month = Month.JUNE, name = XQkBLQsI, GetQuotient = 0.0
9015: Flower: name = mT, Type = Type.WILD, GetQuotient = 0.0
9016: Bush: month = Month.FEBRUARY, name = AGvbQlTIEbUdjCz, GetQuotient = 0.0
9017: Bush: month = Month.MAY, name = Sc, GetQuotient = 0.0
9018: Tree: age = 49849, name = AxWbPwBZID, GetQuotient = 0.0
9019: Bush: month = Month.APRIL, name = yg, GetQuotient = 0.0
9020: Flower: name = AfRvPvVKkBpkECmQ, Type = Type.HOUSE, GetQuotient = 0.0
9021: Bush: month = Month.MARCH, name = A, GetQuotient = 0.0
9022: Bush: month = Month.NOVEMBER, name = rRnd, GetQuotient = 0.0
9023: Flower: name = XkdRmMYrCXQHScBDFMlV, Type = Type.WILD, GetQuotient = 0.0
9024: Bush: month = Month.JANUARY, name = JKWrgfmqCphZJYC, GetQuotient = 0.0
9025: Bush: month = Month.OCTOBER, name = YOIUPOWZXWfD, GetQuotient = 0.0
9026: Tree: age = 77625, name = Y, GetQuotient = 0.0
9027: Bush: month = Month.MAY, name = kfm, GetQuotient = 0.0
9028: Tree: age = 15466, name = bpH, GetQuotient = 0.0
9029: Flower: name = O, Type = Type.HOUSE, GetQuotient = 0.0
9030: Tree: age = 37886, name = I, GetQuotient = 0.0
9031: Tree: age = 59049, name = EfUKSOAZv, GetQuotient = 0.0
9032: Flower: name = k, Type = Type.GARDEN, GetQuotient = 0.0
9033: Tree: age = 96827, name = vzxbgH, GetQuotient = 0.0
9034: Tree: age = 27540, name = Ly, GetQuotient = 0.0
9035: Flower: name = R, Type = Type.WILD, GetQuotient = 0.0
9036: Flower: name = TLzE, Type = Type.HOUSE, GetQuotient = 0.0
9037: Flower: name = DFgkrDJ, Type = Type.GARDEN, GetQuotient = 0.0
9038: Flower: name = bFpqnCs, Type = Type.WILD, GetQuotient = 0.0
9039: Bush: month = Month.JUNE, name = ssMCmsJnBrHdC, GetQuotient = 0.0
9040: Bush: month = Month.MARCH, name = GICOVhwXh, GetQuotient = 0.0
9041: Bush: month = Month.JULY, name = Z, GetQuotient = 0.0
9042: Tree: age = 94270, name = PdYHFr, GetQuotient = 0.0
9043: Tree: age = 15728, name = NvTTDYqVVYB, GetQuotient = 0.0
9044: Tree: age = 18140, name = AzpqIOVDkvvgZKPNc, GetQuotient = 0.0
9045: Tree: age = 98395, name = DL, GetQuotient = 0.0
9046: Flower: name = pMUMpfx, Type = Type.HOUSE, GetQuotient = 0.0
9047: Tree: age = 21649, name = DYjGkYyQUPgg, GetQuotient = 0.0
9048: Bush: month = Month.JANUARY, name = Fs, GetQuotient = 0.0
9049: Bush: month = Month.DECEMBER, name = YLXNkJFVXPYxZ, GetQuotient = 0.0
9050: Tree: age = 82467, name = SYNnCvUgnshtZGG, GetQuotient = 0.0
9051: Flower: name = Il, Type = Type.GARDEN, GetQuotient = 0.0
9052: Flower: name = KFgCHOZUq, Type = Type.WILD, GetQuotient = 0.0
9053: Tree: age = 67192, name = hKrt, GetQuotient = 0.0
9054: Bush: month = Month.MARCH, name = AMlBNIOdWQyz, GetQuotient = 0.0
9055: Tree: age = 84455, name = JAt, GetQuotient = 0.0
9056: Flower: name = FSRznJEYcUxDZwTqXEkf, Type = Type.WILD, GetQuotient = 0.0
9057: Bush: month = Month.MAY, name = hLS, GetQuotient = 0.0
9058: Bush: month = Month.APRIL, name = PvM, GetQuotient = 0.0
9059: Tree: age = 86613, name = KKqkbjHzPDRRICBWYU, GetQuotient = 0.0
9060: Flower: name = vfhlpGErEb, Type = Type.GARDEN, GetQuotient = 0.0
9061: Tree: age = 19446, name = WGOYDYVOhgOGHhTd, GetQuotient = 0.0
9062: Tree: age = 73456, name = Bltn, GetQuotient = 0.0
9063: Flower: name = wK, Type = Type.WILD, GetQuotient = 0.0
9064: Tree: age = 18785, name = jb, GetQuotient = 0.0
9065: Bush: month = Month.OCTOBER, name = kQvl, GetQuotient = 0.0
9066: Tree: age = 27316, name = WACNZcyZ, GetQuotient = 0.0
9067: Flower: name = IBJcvDYfFKWgUX, Type = Type.GARDEN, GetQuotient = 0.0
9068: Flower: name = gCGyYKOCSxhAQzBIH, Type = Type.HOUSE, GetQuotient = 0.0
9069: Bush: month = Month.JULY, name = hCGjwfNQV, GetQuotient = 0.0
9070: Bush: month = Month.JANUARY, name = VLGtvhUhxMwnqz, GetQuotient = 0.0
9071: Bush: month = Month.APRIL, name = SUBUbgApkjOcBlYclyR, GetQuotient = 0.0
9072: Flower: name = sWElcnAUPPwrdIWZzZ, Type = Type.GARDEN, GetQuotient = 0.0
9073: Tree: age = 12531, name = RmtOFvLOCcvzQ, GetQuotient = 0.0
9074: Bush: month = Month.MAY, name = tYDMYSU, GetQuotient = 0.0
9075: Flower: name = rE, Type = Type.WILD, GetQuotient = 0.0
9076: Tree: age = 29048, name = WgMyTdjsD, GetQuotient = 0.0
9077: Bush: month = Month.OCTOBER, name = jHjvXNEDbzjFvU, GetQuotient = 0.0
9078: Flower: name = t, Type = Type.HOUSE, GetQuotient = 0.0
9079: Bush: month = Month.FEBRUARY, name = chddnbq, GetQuotient = 0.0
9080: Flower: name = nkkHdBDgZpzJyU, Type = Type.HOUSE, GetQuotient = 0.0
9081: Tree: age = 29679, name = HJggc, GetQuotient = 0.0
9082: Bush: month = Month.DECEMBER, name = TzKkCZ, GetQuotient = 0.0
9083: Tree: age = 16344, name = lEPjKDwZfDXIBU, GetQuotient = 0.0
9084: Bush: month = Month.AUGUST, name = XOnNcYTP, GetQuotient = 0.0
9085: Tree: age = 38827, name = fP, GetQuotient = 0.0
9086: Tree: age = 79630, name = jtTsghdb, GetQuotient = 0.0
9087: Tree: age = 10879, name = IwvkpCY, GetQuotient = 0.0
9088: Bush: month = Month.OCTOBER, name = yRrx, GetQuotient = 0.0
9089: Bush: month = Month.SEPTEMBER, name = GybZXZKC, GetQuotient = 0.0
9090: Tree: age = 31678, name = fsPZcrA, GetQuotient = 0.0
9091: Flower: name = tAWTQxKhlbpW, Type = Type.GARDEN, GetQuotient = 0.0
9092: Flower: name = ylVOrnyDOXTZLMDFmJvO, Type = Type.GARDEN, GetQuotient = 0.0
9093: Bush: month = Month.SEPTEMBER, name = VGC, GetQuotient = 0.0
9094: Flower: name = kQplROOjVdNztbbpcME, Type = Type.GARDEN, GetQuotient = 0.0
9095: Flower: name = J, Type = Type.GARDEN, GetQuotient = 0.0
9096: Tree: age = 84807, name = BwjXbtLhIEj, GetQuotient = 0.0
9097: Flower: name = LpgO, Type = Type.WILD, GetQuotient = 0.0
9098: Flower: name = KAwdXYkxDTn, Type = Type.HOUSE, GetQuotient = 0.0
9099: Tree: age = 50472, name = zdNYZfYgnETKsmpSmy, GetQuotient = 0.0
9100: Bush: month = Month.APRIL, name = TZnLJZs, GetQuotient = 0.0
9101: Tree: age = 56209, name = sqR, GetQuotient = 0.0
9102: Flower: name = fNB, Type = Type.WILD, GetQuotient = 0.0
9103: Bush: month = Month.FEBRUARY, name = MJMLUZN, GetQuotient = 0.0
9104: Tree: age = 88181, name = RVObxZCsOs, GetQuotient = 0.0
9105: Flower: name = CTKFWVMcEOrhtV, Type = Type.WILD, GetQuotient = 0.0
9106: Bush: month = Month.SEPTEMBER, name = tGOgbjsZCQ, GetQuotient = 0.0
9107: Flower: name = rMMLJUyVDpsYKc, Type = Type.WILD, GetQuotient = 0.0
9108: Flower: name = HxBOdlsxjTJJVPP, Type = Type.HOUSE, GetQuotient = 0.0
9109: Flower: name = WkjPq, Type = Type.HOUSE, GetQuotient = 0.0
9110: Tree: age = 9602, name = wqN, GetQuotient = 0.0
9111: Bush: month = Month.DECEMBER, name = zHCjkWzOTAnxD, GetQuotient = 0.0
9112: Flower: name = vT, Type = Type.WILD, GetQuotient = 0.0
9113: Flower: name = fhtW, Type = Type.WILD, GetQuotient = 0.0
9114: Tree: age = 26035, name = ZF, GetQuotient = 0.0
9115: Tree: age = 77067, name = zNDfJSs, GetQuotient = 0.0
9116: Bush: month = Month.APRIL, name = VRTjCRLyXOB, GetQuotient = 0.0
9117: Flower: name = ltyBsgvUjVWz, Type = Type.HOUSE, GetQuotient = 0.0
9118: Bush: month = Month.NOVEMBER, name = nj, GetQuotient = 0.0
9119: Tree: age = 67584, name = M, GetQuotient = 0.0
9120: Flower: name = nHT, Type = Type.HOUSE, GetQuotient = 0.0
9121: Bush: month = Month.MAY, name = UOjVFWyOC, GetQuotient = 0.0
9122: Bush: month = Month.JULY, name = HDwxWcbJKz, GetQuotient = 0.0
9123: Tree: age = 27056, name = D, GetQuotient = 0.0
9124: Tree: age = 71799, name = EqHxrEAcfyAf, GetQuotient = 0.0
9125: Flower: name = ZnHmphREWT, Type = Type.WILD, GetQuotient = 0.0
9126: Bush: month = Month.APRIL, name = tdnrh, GetQuotient = 0.0
9127: Flower: name = zTQj, Type = Type.HOUSE, GetQuotient = 0.0
9128: Bush: month = Month.AUGUST, name = TmyhhcYN, GetQuotient = 0.0
9129: Flower: name = lgz, Type = Type.GARDEN, GetQuotient = 0.0
9130: Tree: age = 28844, name = WcXr, GetQuotient = 0.0
9131: Flower: name = QrvfVrlbLOATSAT, Type = Type.GARDEN, GetQuotient = 0.0
9132: Bush: month = Month.MAY, name = cNhYGADnWAYTwTzXA, GetQuotient = 0.0
9133: Tree: age = 11000, name = x, GetQuotient = 0.0
9134: Tree: age = 49817, name = DBwDUU, GetQuotient = 0.0
9135: Bush: month = Month.JANUARY, name = PrYYXb, GetQuotient = 0.0
9136: Flower: name = szWvccfrbvK, Type = Type.GARDEN, GetQuotient = 0.0
9137: Flower: name = gnzykNMVcrFzLHkYY, Type = Type.HOUSE, GetQuotient = 0.0
9138: Tree: age = 46025, name = plCdUADdvKMgdHp, GetQuotient = 0.0
9139: Bush: month = Month.MARCH, name = LkxIH, GetQuotient = 0.0
9140: Tree: age = 83285, name = Jh, GetQuotient = 0.0
9141: Bush: month = Month.FEBRUARY, name = BdjKfG, GetQuotient = 0.0
9142: Tree: age = 19079, name = ELXSgWjBLwGqb, GetQuotient = 0.0
9143: Bush: month = Month.MARCH, name = OHH, GetQuotient = 0.0
